,block,rank,train_score,val_score,train_scores,val_scores,mse,F_tr,F_rt,dataset,subject,session
0,1,8,0.8836054846938776,0.8352857142857143,"[[0.81342857 0.82647959 0.83741837 0.85678571]
 [0.84288776 0.83278571 0.8557551  0.85284694]
 [0.78486735 0.78354082 0.79985714 0.8107449 ]
 [0.79073469 0.78589796 0.82690816 0.82997959]
 [0.80347959 0.82117347 0.80170408 0.82607143]]","[[0.81342857 0.82647959 0.83741837 0.85678571]
 [0.84288776 0.83278571 0.8557551  0.85284694]
 [0.78486735 0.78354082 0.79985714 0.8107449 ]
 [0.79073469 0.78589796 0.82690816 0.82997959]
 [0.80347959 0.82117347 0.80170408 0.82607143]]",9.433176622524314e-11,0.007157472467847125,0.0003056399891496432,BNCI2014-008,1,0
1,2,2,0.8885598214285715,0.8398857142857142,"[[0.86265306 0.86464286 0.85671429 0.85562245]
 [0.85560204 0.85434694 0.85267347 0.85116327]
 [0.81519388 0.81512245 0.81330612 0.81306122]
 [0.83367347 0.83408163 0.83312245 0.82752041]
 [0.83132653 0.83123469 0.83544898 0.83338776]]","[[0.86265306 0.86464286 0.85671429 0.85562245]
 [0.85560204 0.85434694 0.85267347 0.85116327]
 [0.81519388 0.81512245 0.81330612 0.81306122]
 [0.83367347 0.83408163 0.83312245 0.82752041]
 [0.83132653 0.83123469 0.83544898 0.83338776]]",9.420355933873475e-11,0.0072280457809089475,0.0003094315066141762,BNCI2014-008,1,0
2,3,2,0.8905844387755103,0.840926530612245,"[[0.86355102 0.86396939 0.85552041 0.85834694]
 [0.85565306 0.85282653 0.85428571 0.85095918]
 [0.81472449 0.81518367 0.81185714 0.81311224]
 [0.83528571 0.83352041 0.83269388 0.83256122]
 [0.83330612 0.83913265 0.83873469 0.83540816]]","[[0.86355102 0.86396939 0.85552041 0.85834694]
 [0.85565306 0.85282653 0.85428571 0.85095918]
 [0.81472449 0.81518367 0.81185714 0.81311224]
 [0.83528571 0.83352041 0.83269388 0.83256122]
 [0.83330612 0.83913265 0.83873469 0.83540816]]",9.38631805644306e-11,0.0072732692382704075,0.0003119356835907256,BNCI2014-008,1,0
3,4,1,0.8912836734693877,0.8408816326530613,"[[0.86547959 0.86193878 0.86058163 0.85676531]
 [0.85244898 0.85379592 0.85445918 0.85005102]
 [0.81508163 0.81467347 0.81334694 0.81478571]
 [0.83165306 0.83108163 0.83339796 0.83106122]
 [0.8397449  0.8409898  0.83758163 0.83694898]]","[[0.86547959 0.86193878 0.86058163 0.85676531]
 [0.85244898 0.85379592 0.85445918 0.85005102]
 [0.81508163 0.81467347 0.81334694 0.81478571]
 [0.83165306 0.83108163 0.83339796 0.83106122]
 [0.8397449  0.8409898  0.83758163 0.83694898]]",9.379235277483856e-11,0.007310275254447823,0.00031448209828029307,BNCI2014-008,1,0
4,5,2,0.8927795918367348,0.8405224489795916,"[[0.86363265 0.86270408 0.85643878 0.85538776]
 [0.85226531 0.85467347 0.85458163 0.85095918]
 [0.81518367 0.81478571 0.81395918 0.81669388]
 [0.83180612 0.83176531 0.83103061 0.82906122]
 [0.8395102  0.83868367 0.83822449 0.83718367]]","[[0.86363265 0.86270408 0.85643878 0.85538776]
 [0.85226531 0.85467347 0.85458163 0.85095918]
 [0.81518367 0.81478571 0.81395918 0.81669388]
 [0.83180612 0.83176531 0.83103061 0.82906122]
 [0.8395102  0.83868367 0.83822449 0.83718367]]",9.354993082863842e-11,0.007353403230547435,0.0003191136851366046,BNCI2014-008,1,0
5,6,1,0.8929068877551021,0.8404061224489796,"[[0.86232653 0.86073469 0.85839796 0.85590816]
 [0.85537755 0.85417347 0.85314286 0.85137755]
 [0.81490816 0.81315306 0.81117347 0.81112245]
 [0.83120408 0.83088776 0.83213265 0.83222449]
 [0.83821429 0.83810204 0.83733673 0.83482653]]","[[0.86232653 0.86073469 0.85839796 0.85590816]
 [0.85537755 0.85417347 0.85314286 0.85137755]
 [0.81490816 0.81315306 0.81117347 0.81112245]
 [0.83120408 0.83088776 0.83213265 0.83222449]
 [0.83821429 0.83810204 0.83733673 0.83482653]]",9.34397870854463e-11,0.0073801273894490505,0.0003198498661163843,BNCI2014-008,1,0
6,7,1,0.8929942602040816,0.8399591836734693,"[[0.86134694 0.85868367 0.8625102  0.85728571]
 [0.85363265 0.85233673 0.85256122 0.8509898 ]
 [0.8149898  0.8165     0.81437755 0.80620408]
 [0.83082653 0.83107143 0.82917347 0.83029592]
 [0.839      0.83810204 0.83733673 0.8355102 ]]","[[0.86134694 0.85868367 0.8625102  0.85728571]
 [0.85363265 0.85233673 0.85256122 0.8509898 ]
 [0.8149898  0.8165     0.81437755 0.80620408]
 [0.83082653 0.83107143 0.82917347 0.83029592]
 [0.839      0.83810204 0.83733673 0.8355102 ]]",9.330322729659093e-11,0.007408895135685859,0.000321524936323059,BNCI2014-008,1,0
7,8,1,0.8930397959183672,0.8399326530612246,"[[0.86129592 0.85889796 0.86017347 0.85466327]
 [0.85390816 0.85304082 0.85188776 0.85066327]
 [0.81497959 0.81466327 0.8120102  0.80771429]
 [0.83052041 0.83052041 0.83011224 0.83058163]
 [0.83895918 0.83832653 0.83930612 0.83552041]]","[[0.86129592 0.85889796 0.86017347 0.85466327]
 [0.85390816 0.85304082 0.85188776 0.85066327]
 [0.81497959 0.81466327 0.8120102  0.80771429]
 [0.83052041 0.83052041 0.83011224 0.83058163]
 [0.83895918 0.83832653 0.83930612 0.83552041]]",9.317913460267994e-11,0.007431972756455876,0.00032198687789608375,BNCI2014-008,1,0
8,9,1,0.8932214285714286,0.8394244897959183,"[[0.861      0.85821429 0.85966327 0.85821429]
 [0.85328571 0.85142857 0.85360204 0.8507449 ]
 [0.81366327 0.81534694 0.81390816 0.80594898]
 [0.83031633 0.83031633 0.83145918 0.82980612]
 [0.83885714 0.83858163 0.8382449  0.83691837]]","[[0.861      0.85821429 0.85966327 0.85821429]
 [0.85328571 0.85142857 0.85360204 0.8507449 ]
 [0.81366327 0.81534694 0.81390816 0.80594898]
 [0.83031633 0.83031633 0.83145918 0.82980612]
 [0.83885714 0.83858163 0.8382449  0.83691837]]",9.300368858562061e-11,0.007464368652971902,0.00032363809724013804,BNCI2014-008,1,0
9,10,1,0.89321875,0.839330612244898,"[[0.86083673 0.85864286 0.86064286 0.85626531]
 [0.85310204 0.8529898  0.85132653 0.84976531]
 [0.81361224 0.81232653 0.81294898 0.8065102 ]
 [0.83023469 0.83022449 0.82997959 0.83038776]
 [0.83886735 0.83822449 0.83888776 0.83635714]]","[[0.86083673 0.85864286 0.86064286 0.85626531]
 [0.85310204 0.8529898  0.85132653 0.84976531]
 [0.81361224 0.81232653 0.81294898 0.8065102 ]
 [0.83023469 0.83022449 0.82997959 0.83038776]
 [0.83886735 0.83822449 0.83888776 0.83635714]]",9.284352617894648e-11,0.007489165467149175,0.0003241071539499642,BNCI2014-008,1,0
10,11,4,0.8955494897959184,0.8392714285714286,"[[0.86047959 0.85760204 0.85923469 0.85710204]
 [0.85288776 0.85138776 0.85359184 0.85018367]
 [0.81361224 0.81369388 0.81446939 0.80619388]
 [0.82991837 0.82985714 0.83009184 0.82896939]
 [0.83863265 0.83840816 0.83896939 0.83688776]]","[[0.86047959 0.85760204 0.85923469 0.85710204]
 [0.85288776 0.85138776 0.85359184 0.85018367]
 [0.81361224 0.81369388 0.81446939 0.80619388]
 [0.82991837 0.82985714 0.83009184 0.82896939]
 [0.83863265 0.83840816 0.83896939 0.83688776]]",8.970850141203483e-11,0.0075421612080741616,0.00032879924337264133,BNCI2014-008,1,0
11,12,1,0.895614668367347,0.8390081632653061,"[[0.85912245 0.85827551 0.85639796 0.85540816]
 [0.85328571 0.85342857 0.85203061 0.85166327]
 [0.81419388 0.81431633 0.8155102  0.81019388]
 [0.82969388 0.82858163 0.83005102 0.82944898]
 [0.8387449  0.83959184 0.83719388 0.83452041]]","[[0.85912245 0.85827551 0.85639796 0.85540816]
 [0.85328571 0.85342857 0.85203061 0.85166327]
 [0.81419388 0.81431633 0.8155102  0.81019388]
 [0.82969388 0.82858163 0.83005102 0.82944898]
 [0.8387449  0.83959184 0.83719388 0.83452041]]",8.96654217995197e-11,0.007562145489061813,0.0003291317577055326,BNCI2014-008,1,0
12,13,2,0.8958646683673468,0.8389142857142857,"[[0.85905102 0.8582449  0.85588776 0.85463265]
 [0.85282653 0.85342857 0.85540816 0.85060204]
 [0.81382653 0.81426531 0.81078571 0.80631633]
 [0.82971429 0.82835714 0.83017347 0.82969388]
 [0.83885714 0.84027551 0.83979592 0.8404898 ]]","[[0.85905102 0.8582449  0.85588776 0.85463265]
 [0.85282653 0.85342857 0.85540816 0.85060204]
 [0.81382653 0.81426531 0.81078571 0.80631633]
 [0.82971429 0.82835714 0.83017347 0.82969388]
 [0.83885714 0.84027551 0.83979592 0.8404898 ]]",8.915312454560384e-11,0.007595484209141304,0.0003305312342468832,BNCI2014-008,1,0
13,14,1,0.8961072704081632,0.8385795918367347,"[[0.85827551 0.85669388 0.85452041 0.85577551]
 [0.85278571 0.85304082 0.85347959 0.8519898 ]
 [0.81406122 0.81430612 0.8105102  0.80881633]
 [0.82809184 0.82788776 0.82742857 0.82773469]
 [0.83968367 0.84003061 0.839      0.8390102 ]]","[[0.85827551 0.85669388 0.85452041 0.85577551]
 [0.85278571 0.85304082 0.85347959 0.8519898 ]
 [0.81406122 0.81430612 0.8105102  0.80881633]
 [0.82809184 0.82788776 0.82742857 0.82773469]
 [0.83968367 0.84003061 0.839      0.8390102 ]]",8.90159628842208e-11,0.007615608354642396,0.0003309239492122611,BNCI2014-008,1,0
14,15,2,0.8963192602040817,0.8387081632653061,"[[0.85814286 0.85806122 0.85667347 0.85464286]
 [0.85256122 0.85264286 0.85462245 0.85217347]
 [0.81428571 0.81404082 0.81278571 0.80747959]
 [0.82823469 0.82816327 0.82840816 0.82722449]
 [0.83980612 0.84063265 0.84058163 0.83870408]]","[[0.85814286 0.85806122 0.85667347 0.85464286]
 [0.85256122 0.85264286 0.85462245 0.85217347]
 [0.81428571 0.81404082 0.81278571 0.80747959]
 [0.82823469 0.82816327 0.82840816 0.82722449]
 [0.83980612 0.84063265 0.84058163 0.83870408]]",8.807602192412112e-11,0.007650491870603499,0.00033264350820061417,BNCI2014-008,1,0
15,16,1,0.8964598214285715,0.8386551020408163,"[[0.85779592 0.85706122 0.85639796 0.85553061]
 [0.8522449  0.85270408 0.85352041 0.85089796]
 [0.81404082 0.81164286 0.81008163 0.80882653]
 [0.82803061 0.82781633 0.82662245 0.82616327]
 [0.84116327 0.84113265 0.84307143 0.84196939]]","[[0.85779592 0.85706122 0.85639796 0.85553061]
 [0.8522449  0.85270408 0.85352041 0.85089796]
 [0.81404082 0.81164286 0.81008163 0.80882653]
 [0.82803061 0.82781633 0.82662245 0.82616327]
 [0.84116327 0.84113265 0.84307143 0.84196939]]",8.79772449442893e-11,0.007679605089270527,0.0003331933854319031,BNCI2014-008,1,0
0,1,8,0.8591340561224488,0.7948591836734693,"[[0.73408163 0.71420408 0.79478571 0.80285714]
 [0.6719898  0.6820102  0.76260204 0.76604082]
 [0.64790816 0.67430612 0.7434898  0.76257143]
 [0.72203061 0.75066327 0.78706122 0.81120408]
 [0.71566327 0.72665306 0.78334694 0.83162245]]","[[0.73408163 0.71420408 0.79478571 0.80285714]
 [0.6719898  0.6820102  0.76260204 0.76604082]
 [0.64790816 0.67430612 0.7434898  0.76257143]
 [0.72203061 0.75066327 0.78706122 0.81120408]
 [0.71566327 0.72665306 0.78334694 0.83162245]]",5.4602094535113877e-11,0.021009725667496017,0.0002793456923716706,BNCI2014-008,2,0
1,2,4,0.868375,0.8071857142857144,"[[0.80771429 0.81047959 0.81032653 0.80378571]
 [0.77270408 0.77810204 0.78258163 0.77789796]
 [0.7720102  0.77768367 0.78014286 0.78405102]
 [0.81281633 0.81264286 0.82568367 0.8217449 ]
 [0.83535714 0.83767347 0.83719388 0.84529592]]","[[0.80771429 0.81047959 0.81032653 0.80378571]
 [0.77270408 0.77810204 0.78258163 0.77789796]
 [0.7720102  0.77768367 0.78014286 0.78405102]
 [0.81281633 0.81264286 0.82568367 0.8217449 ]
 [0.83535714 0.83767347 0.83719388 0.84529592]]",5.4003856200897514e-11,0.021021323397779547,0.00028776979185727105,BNCI2014-008,2,0
2,3,8,0.8769821428571429,0.8127877551020408,"[[0.81061224 0.81147959 0.8105     0.80702041]
 [0.78768367 0.7860102  0.78738776 0.79111224]
 [0.78032653 0.78313265 0.78454082 0.79213265]
 [0.82789796 0.82608163 0.82721429 0.82821429]
 [0.83873469 0.83914286 0.84290816 0.84545918]]","[[0.81061224 0.81147959 0.8105     0.80702041]
 [0.78768367 0.7860102  0.78738776 0.79111224]
 [0.78032653 0.78313265 0.78454082 0.79213265]
 [0.82789796 0.82608163 0.82721429 0.82821429]
 [0.83873469 0.83914286 0.84290816 0.84545918]]",4.790583835844393e-11,0.019522488972303527,0.0003175773721425986,BNCI2014-008,2,0
3,4,8,0.8810625,0.8162469387755102,"[[0.80767347 0.80735714 0.80864286 0.81037755]
 [0.79173469 0.79383673 0.79603061 0.79322449]
 [0.79118367 0.79367347 0.79422449 0.79421429]
 [0.8269898  0.82787755 0.82821429 0.8337449 ]
 [0.84759184 0.8452449  0.8479898  0.84967347]]","[[0.80767347 0.80735714 0.80864286 0.81037755]
 [0.79173469 0.79383673 0.79603061 0.79322449]
 [0.79118367 0.79367347 0.79422449 0.79421429]
 [0.8269898  0.82787755 0.82821429 0.8337449 ]
 [0.84759184 0.8452449  0.8479898  0.84967347]]",4.1930406055608974e-11,0.018431298146035648,0.00033287924769680356,BNCI2014-008,2,0
4,5,8,0.883513775510204,0.818365306122449,"[[0.81045918 0.81056122 0.81180612 0.81561224]
 [0.7927551  0.79323469 0.79307143 0.79520408]
 [0.79365306 0.79443878 0.79415306 0.79357143]
 [0.83718367 0.83397959 0.83493878 0.83538776]
 [0.85006122 0.85081633 0.84997959 0.85205102]]","[[0.81045918 0.81056122 0.81180612 0.81561224]
 [0.7927551  0.79323469 0.79307143 0.79520408]
 [0.79365306 0.79443878 0.79415306 0.79357143]
 [0.83718367 0.83397959 0.83493878 0.83538776]
 [0.85006122 0.85081633 0.84997959 0.85205102]]",3.943073018817466e-11,0.01823952816600999,0.00034254877905549365,BNCI2014-008,2,0
5,6,4,0.8841789540816327,0.8188040816326531,"[[0.81478571 0.81490816 0.81493878 0.81415306]
 [0.79559184 0.79506122 0.79612245 0.80016327]
 [0.79358163 0.79326531 0.79343878 0.79226531]
 [0.83568367 0.83679592 0.83821429 0.83506122]
 [0.85214286 0.85183673 0.85130612 0.85209184]]","[[0.81478571 0.81490816 0.81493878 0.81415306]
 [0.79559184 0.79506122 0.79612245 0.80016327]
 [0.79358163 0.79326531 0.79343878 0.79226531]
 [0.83568367 0.83679592 0.83821429 0.83506122]
 [0.85214286 0.85183673 0.85130612 0.85209184]]",3.875017670187181e-11,0.018246550943677674,0.0003444131287556796,BNCI2014-008,2,0
6,7,1,0.8842005102040817,0.818861224489796,"[[0.81530612 0.81412245 0.81444898 0.81376531]
 [0.79609184 0.79665306 0.79794898 0.79986735]
 [0.7932551  0.79321429 0.79196939 0.79221429]
 [0.83817347 0.83755102 0.83712245 0.83395918]
 [0.85147959 0.85064286 0.85153061 0.85215306]]","[[0.81530612 0.81412245 0.81444898 0.81376531]
 [0.79609184 0.79665306 0.79794898 0.79986735]
 [0.7932551  0.79321429 0.79196939 0.79221429]
 [0.83817347 0.83755102 0.83712245 0.83395918]
 [0.85147959 0.85064286 0.85153061 0.85215306]]",3.864523634988056e-11,0.018247692199054782,0.0003445306762226554,BNCI2014-008,2,0
7,8,4,0.885080612244898,0.8187204081632654,"[[0.81527551 0.81517347 0.81543878 0.81285714]
 [0.79660204 0.79719388 0.79832653 0.79994898]
 [0.7930102  0.79308163 0.79166327 0.79165306]
 [0.838      0.83782653 0.83776531 0.83360204]
 [0.85027551 0.85022449 0.85040816 0.85319388]]","[[0.81527551 0.81517347 0.81543878 0.81285714]
 [0.79660204 0.79719388 0.79832653 0.79994898]
 [0.7930102  0.79308163 0.79166327 0.79165306]
 [0.838      0.83782653 0.83776531 0.83360204]
 [0.85027551 0.85022449 0.85040816 0.85319388]]",3.641166403770433e-11,0.01824024237785328,0.00034663884779762824,BNCI2014-008,2,0
8,9,4,0.8855720663265305,0.8191795918367347,"[[0.81506122 0.81336735 0.81402041 0.81307143]
 [0.7979898  0.79805102 0.79796939 0.80235714]
 [0.79153061 0.79185714 0.79520408 0.79373469]
 [0.83808163 0.83838776 0.83785714 0.8330102 ]
 [0.85045918 0.85056122 0.85084694 0.85172449]]","[[0.81506122 0.81336735 0.81402041 0.81307143]
 [0.7979898  0.79805102 0.79796939 0.80235714]
 [0.79153061 0.79185714 0.79520408 0.79373469]
 [0.83808163 0.83838776 0.83785714 0.8330102 ]
 [0.85045918 0.85056122 0.85084694 0.85172449]]",3.445260708998716e-11,0.018188485914784155,0.00034919060774982674,BNCI2014-008,2,0
9,10,2,0.8856875000000001,0.8195469387755102,"[[0.8127551  0.81418367 0.81334694 0.81135714]
 [0.7982449  0.79878571 0.79994898 0.80318367]
 [0.79534694 0.79571429 0.79545918 0.79178571]
 [0.83836735 0.83810204 0.83809184 0.83443878]
 [0.85045918 0.85094898 0.85033673 0.85133673]]","[[0.8127551  0.81418367 0.81334694 0.81135714]
 [0.7982449  0.79878571 0.79994898 0.80318367]
 [0.79534694 0.79571429 0.79545918 0.79178571]
 [0.83836735 0.83810204 0.83809184 0.83443878]
 [0.85045918 0.85094898 0.85033673 0.85133673]]",3.37895962935403e-11,0.01818013443220142,0.0003497287572312201,BNCI2014-008,2,0
10,11,4,0.8860473214285716,0.8196795918367347,"[[0.814      0.81413265 0.81309184 0.81215306]
 [0.79884694 0.79852041 0.80056122 0.8032449 ]
 [0.79518367 0.79419388 0.79558163 0.79160204]
 [0.83807143 0.83820408 0.83817347 0.83636735]
 [0.85081633 0.85089796 0.8509898  0.85112245]]","[[0.814      0.81413265 0.81309184 0.81215306]
 [0.79884694 0.79852041 0.80056122 0.8032449 ]
 [0.79518367 0.79419388 0.79558163 0.79160204]
 [0.83807143 0.83820408 0.83817347 0.83636735]
 [0.85081633 0.85089796 0.8509898  0.85112245]]",3.264863041492634e-11,0.01814869861455701,0.0003514466687219309,BNCI2014-008,2,0
11,12,8,0.8875706632653062,0.8199571428571428,"[[0.81314286 0.81266327 0.81326531 0.8125    ]
 [0.80017347 0.79934694 0.79969388 0.80266327]
 [0.79602041 0.79580612 0.79568367 0.79512245]
 [0.83747959 0.8372449  0.83604082 0.83709184]
 [0.85128571 0.85097959 0.8505     0.85240816]]","[[0.81314286 0.81266327 0.81326531 0.8125    ]
 [0.80017347 0.79934694 0.79969388 0.80266327]
 [0.79602041 0.79580612 0.79568367 0.79512245]
 [0.83747959 0.8372449  0.83604082 0.83709184]
 [0.85128571 0.85097959 0.8505     0.85240816]]",2.7802541969260334e-11,0.017709758636628957,0.00035807852556761683,BNCI2014-008,2,0
12,13,1,0.887563775510204,0.8201306122448979,"[[0.8122449  0.81122449 0.8125     0.81020408]
 [0.80292857 0.80147959 0.80162245 0.80330612]
 [0.79504082 0.79505102 0.79445918 0.79230612]
 [0.83808163 0.83711224 0.83709184 0.83640816]
 [0.85235714 0.85240816 0.85361224 0.85255102]]","[[0.8122449  0.81122449 0.8125     0.81020408]
 [0.80292857 0.80147959 0.80162245 0.80330612]
 [0.79504082 0.79505102 0.79445918 0.79230612]
 [0.83808163 0.83711224 0.83709184 0.83640816]
 [0.85235714 0.85240816 0.85361224 0.85255102]]",2.7774793893657114e-11,0.01771148581427144,0.00035817002798086946,BNCI2014-008,2,0
13,14,4,0.8878637755102041,0.8205428571428571,"[[0.81145918 0.81126531 0.81172449 0.81081633]
 [0.80243878 0.80229592 0.80256122 0.80479592]
 [0.79536735 0.79506122 0.79704082 0.79228571]
 [0.8382551  0.83776531 0.83813265 0.83788776]
 [0.85235714 0.85202041 0.8532551  0.85305102]]","[[0.81145918 0.81126531 0.81172449 0.81081633]
 [0.80243878 0.80229592 0.80256122 0.80479592]
 [0.79536735 0.79506122 0.79704082 0.79228571]
 [0.8382551  0.83776531 0.83813265 0.83788776]
 [0.85235714 0.85202041 0.8532551  0.85305102]]",2.6169473063383362e-11,0.01768005111016095,0.00036028560973694524,BNCI2014-008,2,0
14,15,1,0.8879411989795919,0.8205938775510203,"[[0.81152041 0.81117347 0.81078571 0.80992857]
 [0.8024898  0.80166327 0.80053061 0.80285714]
 [0.79706122 0.79697959 0.7980102  0.79284694]
 [0.83832653 0.83867347 0.83886735 0.83863265]
 [0.85357143 0.85364286 0.85272449 0.84960204]]","[[0.81152041 0.81117347 0.81078571 0.80992857]
 [0.8024898  0.80166327 0.80053061 0.80285714]
 [0.79706122 0.79697959 0.7980102  0.79284694]
 [0.83832653 0.83867347 0.83886735 0.83863265]
 [0.85357143 0.85364286 0.85272449 0.84960204]]",2.6132050939611963e-11,0.017681946876614493,0.00036040532323323196,BNCI2014-008,2,0
